sequence,timestamp,page,order_in_page,cuce,label,source_name,target_name,mode,status
677,2026-06-29T02:21:24.132Z,106,6,26-0041-26-1668212-1-1,Documento Base de Contratacion,ELJKVK.docx,26-0041-26-1668212-1-1-documento_base_contratacion.docx,move,moved
678,2026-06-29T02:21:32.154Z,106,7,26-0376-00-1667433-1-1,Documento Base de Contratacion,G47scP6Bgp.docx,26-0376-00-1667433-1-1-documento_base_contratacion.docx,move,moved
679,2026-06-29T02:21:40.178Z,106,8,26-1101-00-1643800-1-2,Documento Base de Contratacion,K1iWt6GSE.docx,26-1101-00-1643800-1-2-documento_base_contratacion.docx,move,moved
680,2026-06-29T02:21:48.201Z,106,9,26-0417-07-1668198-1-1,Documento Base de Contratacion,3JB8xe.docx,26-0417-07-1668198-1-1-documento_base_contratacion.docx,move,moved
681,2026-06-29T02:21:56.225Z,106,10,26-0513-00-1668256-1-1,Documento Base de Contratacion,sfQxyEgfTn.docx,26-0513-00-1668256-1-1-documento_base_contratacion.docx,move,moved
682,2026-06-29T02:22:14.192Z,107,1,26-1201-00-1668156-1-1,Documento Base de Contratacion,J3DbXDy1E.docx,26-1201-00-1668156-1-1-documento_base_contratacion.docx,move,moved
683,2026-06-29T02:22:22.211Z,107,2,26-1101-00-1635331-2-1,Documento Base de Contratacion,Qm91AIq.docx,26-1101-00-1635331-2-1-documento_base_contratacion.docx,move,moved
684,2026-06-29T02:22:30.235Z,107,3,26-0417-08-1633024-2-1,Documento Base de Contratacion,RwU9hsruv.docx,26-0417-08-1633024-2-1-documento_base_contratacion.docx,move,moved
685,2026-06-29T02:22:38.258Z,107,4,26-1803-00-1668220-1-1,Documento Base de Contratacion,ZEqbGe.docx,26-1803-00-1668220-1-1-documento_base_contratacion.docx,move,moved
686,2026-06-29T02:22:46.269Z,107,5,26-0517-00-1667429-1-1,Documento Base de Contratacion,2EX9eHL.docx,26-0517-00-1667429-1-1-documento_base_contratacion.docx,move,moved
687,2026-06-29T02:22:54.290Z,107,6,26-0517-02-1667671-1-1,Documento Base de Contratacion,bQXAnBvq.docx,26-0517-02-1667671-1-1-documento_base_contratacion.docx,move,moved
688,2026-06-29T02:23:02.313Z,107,7,26-0520-00-1668255-1-1,Documento Base de Contratacion,r87HCx8Wf.docx,26-0520-00-1668255-1-1-documento_base_contratacion.docx,move,moved
689,2026-06-29T02:23:10.335Z,107,8,26-1301-00-1668258-1-1,Documento Base de Contratacion,SCaczdtgR.docx,26-1301-00-1668258-1-1-documento_base_contratacion.docx,move,moved
690,2026-06-29T02:23:18.357Z,107,9,26-3501-00-1666020-1-2,Documento Base de Contratacion,1s27UYy24.docx,26-3501-00-1666020-1-2-documento_base_contratacion.docx,move,moved
691,2026-06-29T02:23:36.349Z,108,1,26-1101-00-1633445-2-1,Documento Base de Contratacion,nzek11Zto.docx,26-1101-00-1633445-2-1-documento_base_contratacion.docx,move,moved
692,2026-06-29T02:23:44.356Z,108,2,26-1701-03-1637416-3-1,Documento Base de Contratacion,UdtjybJ.docx,26-1701-03-1637416-3-1-documento_base_contratacion.docx,move,moved
693,2026-06-29T02:23:52.366Z,108,3,26-1301-00-1664955-2-1,Documento Base de Contratacion,g8zJdrou.docx,26-1301-00-1664955-2-1-documento_base_contratacion.docx,move,moved
694,2026-06-29T02:24:00.374Z,108,4,26-0520-00-1668033-1-1,Documento Base de Contratacion,2RSvyV5ZyK.docx,26-0520-00-1668033-1-1-documento_base_contratacion.docx,move,moved
695,2026-06-29T02:24:08.394Z,108,5,26-0520-00-1668246-1-1,Documento Base de Contratacion,cM8EFG3Y.docx,26-0520-00-1668246-1-1-documento_base_contratacion.docx,move,moved
696,2026-06-29T02:24:16.414Z,108,6,26-1101-00-1632358-1-2,Documento Base de Contratacion,JzpfQqXbG.docx,26-1101-00-1632358-1-2-documento_base_contratacion.docx,move,moved
697,2026-06-29T02:24:24.435Z,108,7,26-0383-00-1668117-1-1,Documento Base de Contratacion,UuxfHjljk.docx,26-0383-00-1668117-1-1-documento_base_contratacion.docx,move,moved
698,2026-06-29T02:24:32.456Z,108,8,26-1201-00-1668124-1-1,Documento Base de Contratacion,lLAtvtzNZ.docx,26-1201-00-1668124-1-1-documento_base_contratacion.docx,move,moved
699,2026-06-29T02:24:40.468Z,108,9,26-0517-02-1668026-1-1,Documento Base de Contratacion,BMX7Ke.docx,26-0517-02-1668026-1-1-documento_base_contratacion.docx,move,moved
700,2026-06-29T02:24:48.481Z,108,10,26-0517-00-1667496-1-1,Documento Base de Contratacion,jQad2CtQE.docx,26-0517-00-1667496-1-1-documento_base_contratacion.docx,move,moved
701,2026-06-29T02:25:06.434Z,109,1,26-0902-42-1666103-1-1,Documento Base de Contratacion,loHHubkmC.doc,26-0902-42-1666103-1-1-documento_base_contratacion.doc,move,moved
702,2026-06-29T02:25:14.452Z,109,2,26-1201-00-1668075-1-1,Documento Base de Contratacion,xTc1kXRxFk.docx,26-1201-00-1668075-1-1-documento_base_contratacion.docx,move,moved
703,2026-06-29T02:25:22.462Z,109,3,26-0417-03-1661872-2-1,Documento Base de Contratacion,puH7rcAo1p.docx,26-0417-03-1661872-2-1-documento_base_contratacion.docx,move,moved
704,2026-06-29T02:25:30.483Z,109,4,26-0907-00-1668188-1-1,Documento Base de Contratacion,lY9Gsz.docx,26-0907-00-1668188-1-1-documento_base_contratacion.docx,move,moved
705,2026-06-29T02:25:38.493Z,109,5,26-0903-17-1668167-1-1,Documento Base de Contratacion,U3d83ni5wy.docx,26-0903-17-1668167-1-1-documento_base_contratacion.docx,move,moved
706,2026-06-29T02:25:46.503Z,109,6,26-0389-00-1666951-1-1,Documento Base de Contratacion,OIDm15a.docx,26-0389-00-1666951-1-1-documento_base_contratacion.docx,move,moved
707,2026-06-29T02:25:54.511Z,109,7,26-0903-19-1668147-1-1,Documento Base de Contratacion,SctoOvM.doc,26-0903-19-1668147-1-1-documento_base_contratacion.doc,move,moved
708,2026-06-29T02:26:02.527Z,109,8,26-0041-24-1668123-1-1,Documento Base de Contratacion,1gHXrm.docx,26-0041-24-1668123-1-1-documento_base_contratacion.docx,move,moved
709,2026-06-29T02:26:10.537Z,109,9,26-0389-00-1668126-1-1,Documento Base de Contratacion,GwzfIPOpL.docx,26-0389-00-1668126-1-1-documento_base_contratacion.docx,move,moved
710,2026-06-29T02:26:18.543Z,109,10,26-0902-43-1667329-1-1,Documento Base de Contratacion,ySqItvJ.docx,26-0902-43-1667329-1-1-documento_base_contratacion.docx,move,moved
711,2026-06-29T02:26:36.457Z,110,1,26-0903-17-1668160-1-1,Documento Base de Contratacion,4FNBmE.docx,26-0903-17-1668160-1-1-documento_base_contratacion.docx,move,moved
712,2026-06-29T02:26:44.481Z,110,2,26-0902-43-1667331-1-1,Documento Base de Contratacion,9LJv7t71.docx,26-0902-43-1667331-1-1-documento_base_contratacion.docx,move,moved
713,2026-06-29T02:26:52.491Z,110,3,26-0903-17-1668150-1-1,Documento Base de Contratacion,4UUciL.docx,26-0903-17-1668150-1-1-documento_base_contratacion.docx,move,moved
714,2026-06-29T02:27:00.506Z,110,4,26-0417-03-1658233-1-2,Documento Base de Contratacion,vt89Ylz6M3.doc,26-0417-03-1658233-1-2-documento_base_contratacion.doc,move,moved
715,2026-06-29T02:27:08.528Z,110,5,26-0287-07-1667307-1-1,Documento Base de Contratacion,Ho4izlk.docx,26-0287-07-1667307-1-1-documento_base_contratacion.docx,move,moved
716,2026-06-29T02:27:16.552Z,110,6,26-0903-19-1668115-1-1,Documento Base de Contratacion,7cvF2Ja.docx,26-0903-19-1668115-1-1-documento_base_contratacion.docx,move,moved
717,2026-06-29T02:27:24.558Z,110,7,26-1301-00-1642876-3-1,Documento Base de Contratacion,6mUkVsG.docx,26-1301-00-1642876-3-1-documento_base_contratacion.docx,move,moved
718,2026-06-29T02:27:32.580Z,110,8,26-0417-03-1639257-4-1,Documento Base de Contratacion,FtmLMj.docx,26-0417-03-1639257-4-1-documento_base_contratacion.docx,move,moved
719,2026-06-29T02:27:40.604Z,110,9,26-0902-06-1668062-1-1,Documento Base de Contratacion,QHSRDJ.doc,26-0902-06-1668062-1-1-documento_base_contratacion.doc,move,moved
720,2026-06-29T02:27:48.625Z,110,10,26-0517-11-1667873-1-1,Documento Base de Contratacion,5ElN8D.docx,26-0517-11-1667873-1-1-documento_base_contratacion.docx,move,moved
721,2026-06-29T02:28:06.542Z,111,1,26-0417-04-1668049-1-1,Documento Base de Contratacion,INF3Meg.docx,26-0417-04-1668049-1-1-documento_base_contratacion.docx,move,moved
722,2026-06-29T02:28:14.552Z,111,2,26-1521-00-1667285-1-1,Documento Base de Contratacion,QS5xtEd2pT.docx,26-1521-00-1667285-1-1-documento_base_contratacion.docx,move,moved
723,2026-06-29T02:28:22.561Z,111,3,26-1206-00-1667757-1-1,Documento Base de Contratacion,qRZfyjcr.docx,26-1206-00-1667757-1-1-documento_base_contratacion.docx,move,moved
724,2026-06-29T02:28:30.583Z,111,4,26-0020-21-1667087-1-1,Documento Base de Contratacion,2hzrGt2a.docx,26-0020-21-1667087-1-1-documento_base_contratacion.docx,move,moved
725,2026-06-29T02:28:38.590Z,111,5,26-1601-00-1624517-2-1,Documento Base de Contratacion,3X8225MYgS.docx,26-1601-00-1624517-2-1-documento_base_contratacion.docx,move,moved
726,2026-06-29T02:28:46.611Z,111,6,26-0418-03-1667124-1-1,Documento Base de Contratacion,Y5YWjVq.docx,26-0418-03-1667124-1-1-documento_base_contratacion.docx,move,moved
727,2026-06-29T02:28:54.633Z,111,7,26-0904-04-1667243-1-1,Documento Base de Contratacion,BilJXo7.docx,26-0904-04-1667243-1-1-documento_base_contratacion.docx,move,moved
728,2026-06-29T02:29:02.641Z,111,8,26-1539-00-1620431-2-2,Documento Base de Contratacion,5D3jDI5mk.docx,26-1539-00-1620431-2-2-documento_base_contratacion.docx,move,moved
729,2026-06-29T02:29:10.663Z,111,9,26-0902-21-1668025-1-1,Documento Base de Contratacion,XqpZQQK5zF.docx,26-0902-21-1668025-1-1-documento_base_contratacion.docx,move,moved
730,2026-06-29T02:29:18.685Z,111,10,26-0389-00-1668010-1-1,Documento Base de Contratacion,54NHuin84.docx,26-0389-00-1668010-1-1-documento_base_contratacion.docx,move,moved
731,2026-06-29T02:29:36.589Z,112,1,26-0041-20-1657320-2-1,Documento Base de Contratacion,4wcWLbw9CH.docx,26-0041-20-1657320-2-1-documento_base_contratacion.docx,move,moved
732,2026-06-29T02:29:44.603Z,112,2,26-1302-00-1668020-1-1,Documento Base de Contratacion,hJionPIbxa.docx,26-1302-00-1668020-1-1-documento_base_contratacion.docx,move,moved
733,2026-06-29T02:29:52.625Z,112,3,26-0902-42-1667500-1-1,Documento Base de Contratacion,betUUK.docx,26-0902-42-1667500-1-1-documento_base_contratacion.docx,move,moved
734,2026-06-29T02:30:00.650Z,112,4,26-0517-02-1668022-1-1,Documento Base de Contratacion,DSvj1W.docx,26-0517-02-1668022-1-1-documento_base_contratacion.docx,move,moved
735,2026-06-29T02:30:08.658Z,112,5,26-0422-00-1656833-1-2,Documento Base de Contratacion,qN9AeAw.docx,26-0422-00-1656833-1-2-documento_base_contratacion.docx,move,moved
736,2026-06-29T02:30:16.682Z,112,6,26-1702-00-1667870-1-1,Documento Base de Contratacion,PEGApLiB.docx,26-1702-00-1667870-1-1-documento_base_contratacion.docx,move,moved
737,2026-06-29T02:30:24.705Z,112,7,26-0517-02-1668018-1-1,Documento Base de Contratacion,7gR396.docx,26-0517-02-1668018-1-1-documento_base_contratacion.docx,move,moved
738,2026-06-29T02:30:32.712Z,112,8,26-0020-00-1668007-1-1,Documento Base de Contratacion,kNsLtfY9db.docx,26-0020-00-1668007-1-1-documento_base_contratacion.docx,move,moved
739,2026-06-29T02:30:40.719Z,112,9,26-0291-06-1660225-2-2,Documento Base de Contratacion,PGI83K.docx,26-0291-06-1660225-2-2-documento_base_contratacion.docx,move,moved
740,2026-06-29T02:30:48.728Z,112,10,26-0035-01-1657205-2-1,Documento Base de Contratacion,BdVeFyEUa.docx,26-0035-01-1657205-2-1-documento_base_contratacion.docx,move,moved
741,2026-06-29T02:31:11.806Z,113,1,26-0422-00-1667987-1-1,Documento Base de Contratacion,sjNnj7Zk.docx,26-0422-00-1667987-1-1-documento_base_contratacion.docx,move,moved
742,2026-06-29T02:31:19.823Z,113,2,26-1302-00-1668004-1-1,Documento Base de Contratacion,Gzocv2J.docx,26-1302-00-1668004-1-1-documento_base_contratacion.docx,move,moved
743,2026-06-29T02:31:27.831Z,113,3,26-0291-01-1667783-1-1,Documento Base de Contratacion,uicixB7Cgw.docx,26-0291-01-1667783-1-1-documento_base_contratacion.docx,move,moved
744,2026-06-29T02:31:35.855Z,113,4,26-0142-00-1605724-2-1,Documento Base de Contratacion,RM4TZd.docx,26-0142-00-1605724-2-1-documento_base_contratacion.docx,move,moved
745,2026-06-29T02:31:43.877Z,113,5,26-0907-00-1667986-1-1,Documento Base de Contratacion,1FNT2bd6.docx,26-0907-00-1667986-1-1-documento_base_contratacion.docx,move,moved
746,2026-06-29T02:31:51.890Z,113,6,26-1206-00-1667976-1-1,Documento Base de Contratacion,8medOCdi7D.docx,26-1206-00-1667976-1-1-documento_base_contratacion.docx,move,moved
747,2026-06-29T02:31:59.920Z,113,7,26-0253-00-1667934-1-1,Documento Base de Contratacion,Gj6tVWiSZm.docx,26-0253-00-1667934-1-1-documento_base_contratacion.docx,move,moved
748,2026-06-29T02:32:07.945Z,113,8,26-1302-00-1667970-1-1,Documento Base de Contratacion,sVPTXvaTlf.docx,26-1302-00-1667970-1-1-documento_base_contratacion.docx,move,moved
749,2026-06-29T02:32:15.953Z,113,9,26-1304-00-1667964-1-1,Documento Base de Contratacion,U3LQFT.docx,26-1304-00-1667964-1-1-documento_base_contratacion.docx,move,moved
750,2026-06-29T02:32:23.975Z,113,10,26-1305-00-1667834-1-1,Documento Base de Contratacion,8JPajn1I.docx,26-1305-00-1667834-1-1-documento_base_contratacion.docx,move,moved
751,2026-06-29T02:32:41.902Z,114,1,26-0291-06-1660202-1-2,Documento Base de Contratacion,gvWhaJ3h.docx,26-0291-06-1660202-1-2-documento_base_contratacion.docx,move,moved
752,2026-06-29T02:32:49.924Z,114,2,26-1102-00-1667445-1-2,Documento Base de Contratacion,2ModNEDJYv.docx,26-1102-00-1667445-1-2-documento_base_contratacion.docx,move,moved
753,2026-06-29T02:32:57.947Z,114,3,26-0905-09-1667973-1-1,Documento Base de Contratacion,2RpTd8bk.docx,26-0905-09-1667973-1-1-documento_base_contratacion.docx,move,moved
754,2026-06-29T02:33:05.953Z,114,4,26-0907-00-1667957-1-1,Documento Base de Contratacion,v8oOjp3Yar.docx,26-0907-00-1667957-1-1-documento_base_contratacion.docx,move,moved
755,2026-06-29T02:33:13.975Z,114,5,26-1305-00-1667826-1-1,Documento Base de Contratacion,p13NhKMF.docx,26-1305-00-1667826-1-1-documento_base_contratacion.docx,move,moved
756,2026-06-29T02:33:21.998Z,114,6,26-1206-00-1667945-1-1,Documento Base de Contratacion,h9vryhugR.docx,26-1206-00-1667945-1-1-documento_base_contratacion.docx,move,moved
757,2026-06-29T02:33:30.022Z,114,7,26-1305-00-1667596-1-1,Documento Base de Contratacion,xocUY4.docx,26-1305-00-1667596-1-1-documento_base_contratacion.docx,move,moved
758,2026-06-29T02:33:38.038Z,114,8,26-0054-03-1667823-1-1,Documento Base de Contratacion,58Uzu8R.docx,26-0054-03-1667823-1-1-documento_base_contratacion.docx,move,moved
759,2026-06-29T02:33:46.060Z,114,9,26-0035-01-1663479-1-2,Documento Base de Contratacion,ZS4Thl.docx,26-0035-01-1663479-1-2-documento_base_contratacion.docx,move,moved
760,2026-06-29T02:33:54.080Z,114,10,26-0417-09-1652735-2-1,Documento Base de Contratacion,MiGNr382b.docx,26-0417-09-1652735-2-1-documento_base_contratacion.docx,move,moved
761,2026-06-29T02:34:11.976Z,115,1,26-0513-00-1667851-1-1,Documento Base de Contratacion,9a76zUi.docx,26-0513-00-1667851-1-1-documento_base_contratacion.docx,move,moved
762,2026-06-29T02:34:19.997Z,115,2,26-0904-04-1667236-1-1,Documento Base de Contratacion,iPyYBWcle.docx,26-0904-04-1667236-1-1-documento_base_contratacion.docx,move,moved
763,2026-06-29T02:34:28.017Z,115,3,26-1740-00-1667007-1-1,Documento Base de Contratacion,s3NveKYmzA.docx,26-1740-00-1667007-1-1-documento_base_contratacion.docx,move,moved
764,2026-06-29T02:34:36.024Z,115,4,26-1345-00-1667621-1-1,Documento Base de Contratacion,IzCZF8.docx,26-1345-00-1667621-1-1-documento_base_contratacion.docx,move,moved
765,2026-06-29T02:34:44.047Z,115,5,26-0907-00-1667938-1-1,Documento Base de Contratacion,Pz3vHh2.docx,26-0907-00-1667938-1-1-documento_base_contratacion.docx,move,moved
766,2026-06-29T02:34:52.067Z,115,6,26-1603-00-1667640-1-1,Documento Base de Contratacion,FxuJNP7.docx,26-1603-00-1667640-1-1-documento_base_contratacion.docx,move,moved
767,2026-06-29T02:35:00.091Z,115,7,26-0907-00-1667919-1-1,Documento Base de Contratacion,X81Hie.docx,26-0907-00-1667919-1-1-documento_base_contratacion.docx,move,moved
768,2026-06-29T02:35:08.116Z,115,8,26-0417-05-1660715-2-1,Documento Base de Contratacion,RLCjNH.docx,26-0417-05-1660715-2-1-documento_base_contratacion.docx,move,moved
769,2026-06-29T02:35:16.125Z,115,9,26-0417-04-1667908-1-1,Documento Base de Contratacion,vsIqq2kJea.docx,26-0417-04-1667908-1-1-documento_base_contratacion.docx,move,moved
770,2026-06-29T02:35:24.139Z,115,10,26-0903-19-1667825-1-1,Documento Base de Contratacion,fr6dpwm5Y.docx,26-0903-19-1667825-1-1-documento_base_contratacion.docx,move,moved
771,2026-06-29T02:35:42.066Z,116,1,26-0513-00-1667770-1-1,Documento Base de Contratacion,kEEvYX.docx,26-0513-00-1667770-1-1-documento_base_contratacion.docx,move,moved
772,2026-06-29T02:35:50.081Z,116,2,26-1302-00-1667651-1-1,Documento Base de Contratacion,JDTJlMolQ6.docx,26-1302-00-1667651-1-1-documento_base_contratacion.docx,move,moved
773,2026-06-29T02:35:58.107Z,116,3,26-0670-00-1667411-1-1,Documento Base de Contratacion,i8ahJ5GZvM.docx,26-0670-00-1667411-1-1-documento_base_contratacion.docx,move,moved
774,2026-06-29T02:36:06.114Z,116,4,26-0781-00-1659778-2-1,Documento Base de Contratacion,NFVirGu8m.docx,26-0781-00-1659778-2-1-documento_base_contratacion.docx,move,moved
775,2026-06-29T02:36:14.124Z,116,5,26-0904-04-1667689-1-1,Documento Base de Contratacion,hFgAM9.docx,26-0904-04-1667689-1-1-documento_base_contratacion.docx,move,moved
776,2026-06-29T02:36:22.150Z,116,6,26-0046-20-1660717-2-1,Documento Base de Contratacion,1lqr2L2GW.docx,26-0046-20-1660717-2-1-documento_base_contratacion.docx,move,moved
777,2026-06-29T02:36:30.159Z,116,7,26-1302-00-1667761-1-1,Documento Base de Contratacion,rARjQFa.docx,26-1302-00-1667761-1-1-documento_base_contratacion.docx,move,moved
778,2026-06-29T02:36:38.183Z,116,8,26-1338-00-1632907-2-1,Documento Base de Contratacion,CKJpjdrC.docx,26-1338-00-1632907-2-1-documento_base_contratacion.docx,move,moved
779,2026-06-29T02:36:46.201Z,116,9,26-1302-00-1667683-1-1,Documento Base de Contratacion,bLzwD8cM9e.docx,26-1302-00-1667683-1-1-documento_base_contratacion.docx,move,moved
780,2026-06-29T02:36:54.225Z,116,10,26-0802-00-1667864-1-1,Documento Base de Contratacion,EQCTyW.docx,26-0802-00-1667864-1-1-documento_base_contratacion.docx,move,moved
781,2026-06-29T02:37:12.190Z,117,1,26-1201-00-1667794-1-1,Documento Base de Contratacion,BrRjom.docx,26-1201-00-1667794-1-1-documento_base_contratacion.docx,move,moved
782,2026-06-29T02:37:20.198Z,117,2,26-1201-00-1667832-1-1,Documento Base de Contratacion,aTaERHa.docx,26-1201-00-1667832-1-1-documento_base_contratacion.docx,move,moved
783,2026-06-29T02:37:28.207Z,117,3,26-0291-03-1667718-1-1,Documento Base de Contratacion,hWN2ITCGf.docx,26-0291-03-1667718-1-1-documento_base_contratacion.docx,move,moved
784,2026-06-29T02:37:36.216Z,117,4,26-1755-00-1667018-1-1,Documento Base de Contratacion,ki5ys6e.docx,26-1755-00-1667018-1-1-documento_base_contratacion.docx,move,moved
785,2026-06-29T02:37:44.222Z,117,5,26-2303-00-1667824-1-1,Documento Base de Contratacion,2JcSdm2FT.docx,26-2303-00-1667824-1-1-documento_base_contratacion.docx,move,moved
786,2026-06-29T02:37:52.229Z,117,6,26-0802-00-1667702-1-1,Documento Base de Contratacion,T9L41rqDr.docx,26-0802-00-1667702-1-1-documento_base_contratacion.docx,move,moved
787,2026-06-29T02:38:00.254Z,117,7,26-0578-00-1667731-1-1,Documento Base de Contratacion,NkGTKXYXk.docx,26-0578-00-1667731-1-1-documento_base_contratacion.docx,move,moved
788,2026-06-29T02:38:08.279Z,117,8,26-0902-21-1667808-1-1,Documento Base de Contratacion,Kmlx974.docx,26-0902-21-1667808-1-1-documento_base_contratacion.docx,move,moved
789,2026-06-29T02:38:16.286Z,117,9,26-0902-43-1667332-1-1,Documento Base de Contratacion,qvgudq.docx,26-0902-43-1667332-1-1-documento_base_contratacion.docx,move,moved
790,2026-06-29T02:38:24.293Z,117,10,26-0902-43-1667330-1-1,Documento Base de Contratacion,hgsa9p.docx,26-0902-43-1667330-1-1-documento_base_contratacion.docx,move,moved
791,2026-06-29T02:38:42.251Z,118,1,26-0418-03-1665934-1-1,Documento Base de Contratacion,YAsZDlEBNg.docx,26-0418-03-1665934-1-1-documento_base_contratacion.docx,move,moved
792,2026-06-29T02:38:50.276Z,118,2,26-0802-00-1667781-1-1,Documento Base de Contratacion,kwmTp64Y.docx,26-0802-00-1667781-1-1-documento_base_contratacion.docx,move,moved
793,2026-06-29T02:38:58.298Z,118,3,26-0902-43-1667436-1-1,Documento Base de Contratacion,q8PgkNFN.docx,26-0902-43-1667436-1-1-documento_base_contratacion.docx,move,moved
794,2026-06-29T02:39:06.310Z,118,4,26-0902-21-1667679-1-1,Documento Base de Contratacion,BJhTSHxAWc.docx,26-0902-21-1667679-1-1-documento_base_contratacion.docx,move,moved
795,2026-06-29T02:39:14.333Z,118,5,26-0517-03-1665791-1-1,Documento Base de Contratacion,v8xbxB5IS.doc,26-0517-03-1665791-1-1-documento_base_contratacion.doc,move,moved
796,2026-06-29T02:39:22.357Z,118,6,26-0041-00-1667184-1-1,Documento Base de Contratacion,AJml5UH.docx,26-0041-00-1667184-1-1-documento_base_contratacion.docx,move,moved
797,2026-06-29T02:39:30.379Z,118,7,26-0417-03-1667681-1-1,Documento Base de Contratacion,pWkfQ2T.docx,26-0417-03-1667681-1-1-documento_base_contratacion.docx,move,moved
798,2026-06-29T02:39:38.403Z,118,8,26-1102-00-1667557-1-1,Documento Base de Contratacion,QXPKQxYDyG.docx,26-1102-00-1667557-1-1-documento_base_contratacion.docx,move,moved
799,2026-06-29T02:39:46.425Z,118,9,26-1302-00-1667669-1-1,Documento Base de Contratacion,j3CafipL.docx,26-1302-00-1667669-1-1-documento_base_contratacion.docx,move,moved
800,2026-06-29T02:39:54.449Z,118,10,26-0902-21-1667666-1-1,Documento Base de Contratacion,vjcWxAY.docx,26-0902-21-1667666-1-1-documento_base_contratacion.docx,move,moved
801,2026-06-29T02:40:12.455Z,119,1,26-0417-06-1667635-1-1,Documento Base de Contratacion,W4iaeZHy.docx,26-0417-06-1667635-1-1-documento_base_contratacion.docx,move,moved
802,2026-06-29T02:40:20.476Z,119,2,26-0035-01-1667618-1-1,Documento Base de Contratacion,YIycGjN7r.docx,26-0035-01-1667618-1-1-documento_base_contratacion.docx,move,moved
803,2026-06-29T02:40:28.484Z,119,3,26-1302-00-1650278-1-2,Documento Base de Contratacion,g5yPqeNb1A.docx,26-1302-00-1650278-1-2-documento_base_contratacion.docx,move,moved
804,2026-06-29T02:40:36.500Z,119,4,26-1232-00-1653049-2-1,Documento Base de Contratacion,oorgE8TC8.docx,26-1232-00-1653049-2-1-documento_base_contratacion.docx,move,moved
805,2026-06-29T02:40:44.523Z,119,5,26-0905-09-1667646-1-1,Documento Base de Contratacion,TH1m7m6wYA.docx,26-0905-09-1667646-1-1-documento_base_contratacion.docx,move,moved
806,2026-06-29T02:40:52.548Z,119,6,26-1755-00-1667017-1-1,Documento Base de Contratacion,PkVKmDfMF.docx,26-1755-00-1667017-1-1-documento_base_contratacion.docx,move,moved
807,2026-06-29T02:41:00.559Z,119,7,26-1206-00-1667601-1-1,Documento Base de Contratacion,1d6an8mtrA.docx,26-1206-00-1667601-1-1-documento_base_contratacion.docx,move,moved
808,2026-06-29T02:41:08.569Z,119,8,26-0291-06-1659921-1-3,Documento Base de Contratacion,t1XKSvdrU.docx,26-0291-06-1659921-1-3-documento_base_contratacion.docx,move,moved
809,2026-06-29T02:41:16.581Z,119,9,26-1501-05-1665822-1-1,Documento Base de Contratacion,lHLymHX.docx,26-1501-05-1665822-1-1-documento_base_contratacion.docx,move,moved
810,2026-06-29T02:41:24.587Z,119,10,26-0513-00-1667626-1-1,Documento Base de Contratacion,SAK9Wamyvg.docx,26-0513-00-1667626-1-1-documento_base_contratacion.docx,move,moved
811,2026-06-29T02:41:42.497Z,120,1,26-0951-00-1666993-1-1,Documento Base de Contratacion,jfgcIvpY.docx,26-0951-00-1666993-1-1-documento_base_contratacion.docx,move,moved
812,2026-06-29T02:41:50.518Z,120,2,26-0411-00-1667060-1-1,Documento Base de Contratacion,QI14RY.docx,26-0411-00-1667060-1-1-documento_base_contratacion.docx,move,moved
813,2026-06-29T02:41:58.544Z,120,3,26-0020-02-1667597-1-1,Documento Base de Contratacion,rxN3UYErU.docx,26-0020-02-1667597-1-1-documento_base_contratacion.docx,move,moved
814,2026-06-29T02:42:06.566Z,120,4,26-0291-06-1659560-1-2,Documento Base de Contratacion,FJiNRmDqYt.docx,26-0291-06-1659560-1-2-documento_base_contratacion.docx,move,moved
815,2026-06-29T02:42:14.579Z,120,5,26-0291-03-1667586-1-1,Documento Base de Contratacion,FeRirF.docx,26-0291-03-1667586-1-1-documento_base_contratacion.docx,move,moved
816,2026-06-29T02:42:22.588Z,120,6,26-1808-00-1667553-1-1,Documento Base de Contratacion,17iqn9H1Gt.docx,26-1808-00-1667553-1-1-documento_base_contratacion.docx,move,moved
817,2026-06-29T02:42:30.612Z,120,7,26-0020-21-1667333-1-1,Documento Base de Contratacion,bdzaXh5.docx,26-0020-21-1667333-1-1-documento_base_contratacion.docx,move,moved
818,2026-06-29T02:42:38.634Z,120,8,26-1744-00-1667547-1-1,Documento Base de Contratacion,CYyfgqqRij.docx,26-1744-00-1667547-1-1-documento_base_contratacion.docx,move,moved
819,2026-06-29T02:42:46.660Z,120,9,26-0417-09-1654744-2-1,Documento Base de Contratacion,ocj5LWo.docx,26-0417-09-1654744-2-1-documento_base_contratacion.docx,move,moved
820,2026-06-29T02:42:54.676Z,120,10,26-0517-00-1660577-2-1,Documento Base de Contratacion,FwhqqO9T.docx,26-0517-00-1660577-2-1-documento_base_contratacion.docx,move,moved
821,2026-06-29T02:43:12.637Z,121,1,26-1283-00-1667539-1-1,Documento Base de Contratacion,ywVSpazWm.docx,26-1283-00-1667539-1-1-documento_base_contratacion.docx,move,moved
822,2026-06-29T02:43:20.644Z,121,2,26-0902-43-1667117-1-1,Documento Base de Contratacion,NaNRq5Qa6X.docx,26-0902-43-1667117-1-1-documento_base_contratacion.docx,move,moved
823,2026-06-29T02:43:28.664Z,121,3,26-1101-00-1642675-1-2,Documento Base de Contratacion,P5SYhveG.docx,26-1101-00-1642675-1-2-documento_base_contratacion.docx,move,moved
